Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
105406,122436,2-3 times a week,For mental alertness,To boost performance,Yes,Neutral,Effective,No,3,Not interested in energy drinks,CodeX,Other,Reduced sugar content,Guarana,Yes,No,Online ads,Eco-friendly design,Yes,50-99,Other,Studying/working late
105415,122445,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,No,3,Not available locally,CodeX,Availability,Reduced sugar content,Sugar,Yes,Yes,Online ads,Innovative bottle design,No,Above 150,Gyms and fitness centers,Sports/exercise
105431,122461,2-3 times a month,For mental alertness,Other,No,Negative,Not sure,Yes,4,Not available locally,CodeX,Effectiveness,More natural ingredients,Sugar,Yes,Not Sure,TV commercials,Innovative bottle design,Yes,100-150,Online retailers,Sports/exercise
105437,122467,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,No,2,Other,CodeX,Other,Wider range of flavors,Sugar,Yes,Yes,Online ads,Compact and portable cans,No,100-150,Gyms and fitness centers,Sports/exercise
105441,122471,Once a week,For mental alertness,To enhance sports performance,No,Neutral,Effective,Yes,2,Unfamiliar with the brand,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,Other,Innovative bottle design,Not Sure,Below 50,Supermarkets,Studying/working late
105444,122474,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Dangerous,No,2,Not available locally,CodeX,Other,Other,Guarana,Yes,No,Outdoor billboards,Other,Yes,100-150,Supermarkets,Sports/exercise
105447,122477,2-3 times a week,Before exercise,To boost performance,No,Positive,Effective,No,1,Not available locally,CodeX,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
105456,122486,Rarely,To stay awake during work/study,To combat fatigue,No,Positive,Not sure,No,3,Health concerns,CodeX,Other,More natural ingredients,Caffeine,Yes,Yes,Online ads,Other,Yes,100-150,Supermarkets,Studying/working late
105459,122489,Rarely,Throughout the day,Increased energy and focus,No,Neutral,Not sure,Yes,3,Unfamiliar with the brand,CodeX,Availability,Other,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
105465,122495,2-3 times a week,For mental alertness,To enhance sports performance,Yes,Negative,Healthy,No,3,Not available locally,CodeX,Effectiveness,Wider range of flavors,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,100-150,Online retailers,Studying/working late
105469,122499,Rarely,To stay awake during work/study,To boost performance,No,Neutral,Effective,No,4,Not interested in energy drinks,CodeX,Brand reputation,Wider range of flavors,Caffeine,Yes,Not Sure,Outdoor billboards,Other,Not Sure,100-150,Supermarkets,Studying/working late
105472,122502,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Healthy,No,5,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Vitamins,Yes,Not Sure,Outdoor billboards,Compact and portable cans,Not Sure,Above 150,Supermarkets,Social outings/parties
105474,122504,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Effective,No,2,Not available locally,CodeX,Brand reputation,Healthier alternatives,Guarana,Yes,No,TV commercials,Innovative bottle design,No,50-99,Other,Sports/exercise
105475,122505,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,3,Other,CodeX,Brand reputation,Reduced sugar content,Vitamins,No,Not Sure,Other,Compact and portable cans,Not Sure,Above 150,Supermarkets,Social outings/parties
105478,122508,Once a week,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,Yes,5,Health concerns,CodeX,Other,Wider range of flavors,Guarana,Yes,Yes,Other,Compact and portable cans,Yes,100-150,Other,Studying/working late
105482,122512,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Negative,Not sure,Yes,4,Health concerns,CodeX,Brand reputation,More natural ingredients,Caffeine,No,Yes,Other,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
105485,122515,Rarely,Throughout the day,To combat fatigue,No,Negative,Not sure,Yes,3,Other,CodeX,Effectiveness,Reduced sugar content,Vitamins,No,Not Sure,Online ads,Compact and portable cans,No,Above 150,Supermarkets,Sports/exercise
105487,122517,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,Yes,5,Other,CodeX,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,No,Online ads,Eco-friendly design,Yes,100-150,Local stores,Sports/exercise
105500,122530,2-3 times a month,Throughout the day,To boost performance,Yes,Positive,Not sure,No,5,Not available locally,CodeX,Availability,Wider range of flavors,Vitamins,Yes,Not Sure,Outdoor billboards,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
105508,122538,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Healthy,No,2,Unfamiliar with the brand,CodeX,Brand reputation,Healthier alternatives,Guarana,No,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Online retailers,Social outings/parties
105513,122543,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Not sure,Yes,4,Other,CodeX,Other,More natural ingredients,Vitamins,No,Not Sure,Online ads,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
105517,122547,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Negative,Dangerous,Yes,2,Not available locally,CodeX,Taste/flavor preference,Healthier alternatives,Caffeine,No,No,Outdoor billboards,Collectible packaging,No,100-150,Supermarkets,Social outings/parties
105527,122557,Rarely,Throughout the day,To combat fatigue,No,Neutral,Healthy,No,5,Other,CodeX,Taste/flavor preference,More natural ingredients,Caffeine,No,Yes,Online ads,Collectible packaging,Yes,50-99,Other,Studying/working late
105558,122588,2-3 times a month,Before exercise,To combat fatigue,Yes,Neutral,Not sure,No,4,Not interested in energy drinks,CodeX,Availability,Reduced sugar content,Guarana,Yes,Yes,Online ads,Innovative bottle design,No,50-99,Online retailers,Sports/exercise
105568,122598,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,No,3,Not available locally,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,No,50-99,Gyms and fitness centers,Social outings/parties
105579,122609,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Positive,Dangerous,Yes,5,Not available locally,CodeX,Taste/flavor preference,Reduced sugar content,Sugar,Yes,No,Print media,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
105581,122611,2-3 times a week,Throughout the day,To combat fatigue,Yes,Negative,Dangerous,Yes,4,Not interested in energy drinks,CodeX,Taste/flavor preference,Reduced sugar content,Guarana,Yes,Yes,Online ads,Compact and portable cans,No,Above 150,Online retailers,Studying/working late
105587,122617,Once a week,Throughout the day,To enhance sports performance,No,Neutral,Not sure,Yes,4,Not interested in energy drinks,CodeX,Brand reputation,More natural ingredients,Sugar,No,No,Online ads,Compact and portable cans,Not Sure,50-99,Local stores,Studying/working late
105601,122631,2-3 times a week,Throughout the day,To boost performance,Yes,Neutral,Not sure,No,3,Health concerns,CodeX,Taste/flavor preference,Other,Caffeine,No,No,Online ads,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Studying/working late
105631,122661,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Dangerous,No,1,Not interested in energy drinks,CodeX,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,No,Online ads,Eco-friendly design,No,50-99,Online retailers,Sports/exercise
105649,122679,2-3 times a week,For mental alertness,To enhance sports performance,No,Positive,Healthy,No,5,Other,CodeX,Other,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
105653,122683,Once a week,Before exercise,To combat fatigue,Yes,Negative,Effective,No,3,Not available locally,CodeX,Other,Reduced sugar content,Vitamins,No,Not Sure,TV commercials,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
105659,122689,Rarely,Throughout the day,Increased energy and focus,Yes,Negative,Not sure,No,2,Unfamiliar with the brand,CodeX,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Not Sure,Above 150,Online retailers,Sports/exercise
105664,122694,Rarely,To stay awake during work/study,Other,Yes,Positive,Effective,Yes,3,Unfamiliar with the brand,CodeX,Effectiveness,Healthier alternatives,Sugar,Yes,Yes,Other,Compact and portable cans,No,Below 50,Online retailers,Sports/exercise
105669,122699,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Negative,Dangerous,No,4,Not interested in energy drinks,CodeX,Other,More natural ingredients,Sugar,Yes,No,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Social outings/parties
105676,122706,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Negative,Effective,Yes,3,Unfamiliar with the brand,CodeX,Effectiveness,Reduced sugar content,Caffeine,No,Yes,TV commercials,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
105682,122712,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,No,4,Not available locally,CodeX,Effectiveness,Wider range of flavors,Vitamins,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,Below 50,Supermarkets,Sports/exercise
105704,122734,Daily,Before exercise,To enhance sports performance,Yes,Neutral,Effective,No,5,Not available locally,CodeX,Other,More natural ingredients,Guarana,No,Not Sure,TV commercials,Innovative bottle design,Not Sure,100-150,Supermarkets,Studying/working late
105705,122735,2-3 times a month,Before exercise,To combat fatigue,Yes,Neutral,Healthy,No,3,Not available locally,CodeX,Other,Other,Sugar,Yes,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
105709,122739,2-3 times a week,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,Yes,4,Not available locally,CodeX,Availability,Wider range of flavors,Caffeine,Yes,No,Outdoor billboards,Innovative bottle design,No,Above 150,Local stores,Other
105717,122747,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,Yes,3,Unfamiliar with the brand,CodeX,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,No,Online ads,Compact and portable cans,No,100-150,Gyms and fitness centers,Social outings/parties
105730,122760,Once a week,To stay awake during work/study,To boost performance,No,Negative,Not sure,No,3,Unfamiliar with the brand,CodeX,Taste/flavor preference,Healthier alternatives,Sugar,Yes,No,Online ads,Eco-friendly design,Yes,50-99,Online retailers,Social outings/parties
105772,122802,Daily,To stay awake during work/study,To combat fatigue,No,Positive,Healthy,Yes,2,Health concerns,CodeX,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Driving/commuting
105773,122803,2-3 times a week,Before exercise,Increased energy and focus,No,Negative,Effective,Yes,4,Health concerns,CodeX,Availability,Reduced sugar content,Vitamins,Yes,Not Sure,TV commercials,Innovative bottle design,No,Below 50,Supermarkets,Studying/working late
105783,122813,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,Yes,2,Other,CodeX,Other,Other,Sugar,Yes,Yes,Outdoor billboards,Collectible packaging,Yes,50-99,Online retailers,Sports/exercise
105799,122829,2-3 times a month,For mental alertness,Other,Yes,Positive,Dangerous,No,3,Not interested in energy drinks,CodeX,Taste/flavor preference,More natural ingredients,Sugar,Yes,Yes,Other,Eco-friendly design,No,Above 150,Local stores,Social outings/parties
105806,122836,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,4,Other,CodeX,Other,Other,Caffeine,Yes,Not Sure,Print media,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
105811,122841,Daily,Throughout the day,To combat fatigue,Yes,Neutral,Healthy,No,3,Other,CodeX,Effectiveness,Healthier alternatives,Vitamins,Yes,No,TV commercials,Collectible packaging,Not Sure,Above 150,Online retailers,Sports/exercise
105824,122854,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Neutral,Effective,No,2,Unfamiliar with the brand,CodeX,Availability,Wider range of flavors,Guarana,Yes,No,TV commercials,Collectible packaging,Yes,50-99,Supermarkets,Social outings/parties
105836,122866,Daily,Before exercise,To enhance sports performance,Yes,Neutral,Effective,No,3,Health concerns,CodeX,Availability,Other,Vitamins,No,No,Online ads,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Sports/exercise
105838,122868,2-3 times a week,Before exercise,To enhance sports performance,No,Neutral,Not sure,Yes,4,Not available locally,CodeX,Availability,Wider range of flavors,Caffeine,Yes,Yes,Other,Eco-friendly design,No,100-150,Gyms and fitness centers,Studying/working late
105842,122872,Once a week,To stay awake during work/study,To boost performance,Yes,Positive,Not sure,Yes,4,Unfamiliar with the brand,CodeX,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Print media,Innovative bottle design,No,Above 150,Local stores,Studying/working late
105843,122873,Rarely,To stay awake during work/study,Other,Yes,Positive,Not sure,Yes,2,Health concerns,CodeX,Other,Wider range of flavors,Guarana,No,Yes,Online ads,Compact and portable cans,No,Below 50,Local stores,Sports/exercise
105852,122882,Rarely,To stay awake during work/study,To combat fatigue,No,Positive,Healthy,No,2,Health concerns,CodeX,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,No,Below 50,Online retailers,Studying/working late
105857,122887,Daily,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,Yes,1,Unfamiliar with the brand,CodeX,Availability,More natural ingredients,Guarana,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,100-150,Online retailers,Social outings/parties
105863,122893,Daily,To stay awake during work/study,Increased energy and focus,Yes,Negative,Not sure,No,4,Not interested in energy drinks,CodeX,Brand reputation,Healthier alternatives,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,50-99,Local stores,Sports/exercise
105875,122905,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Effective,Yes,3,Unfamiliar with the brand,CodeX,Availability,Healthier alternatives,Caffeine,No,Yes,TV commercials,Eco-friendly design,Yes,50-99,Supermarkets,Studying/working late
105879,122909,Daily,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,Yes,3,Not interested in energy drinks,CodeX,Effectiveness,Healthier alternatives,Vitamins,Yes,Yes,Other,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
105889,122919,2-3 times a week,Before exercise,To enhance sports performance,No,Neutral,Effective,No,5,Not available locally,CodeX,Other,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Eco-friendly design,Yes,50-99,Supermarkets,Social outings/parties
105896,122926,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Not sure,No,5,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,No,Not Sure,TV commercials,Innovative bottle design,Not Sure,50-99,Supermarkets,Sports/exercise
105904,122934,2-3 times a week,Before exercise,To combat fatigue,No,Positive,Effective,No,3,Unfamiliar with the brand,CodeX,Other,Healthier alternatives,Sugar,No,Yes,Other,Collectible packaging,Yes,100-150,Local stores,Sports/exercise
105906,122936,2-3 times a week,Throughout the day,To combat fatigue,Yes,Neutral,Not sure,No,4,Health concerns,CodeX,Brand reputation,Other,Caffeine,No,Not Sure,TV commercials,Collectible packaging,Not Sure,Above 150,Other,Sports/exercise
105908,122938,2-3 times a week,To stay awake during work/study,Other,No,Neutral,Not sure,Yes,1,Health concerns,CodeX,Availability,More natural ingredients,Guarana,Yes,No,Online ads,Compact and portable cans,No,50-99,Online retailers,Driving/commuting
105909,122939,2-3 times a week,For mental alertness,To combat fatigue,Yes,Negative,Healthy,Yes,3,Other,CodeX,Availability,Reduced sugar content,Sugar,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
105919,122949,2-3 times a week,To stay awake during work/study,To boost performance,No,Positive,Healthy,No,1,Not interested in energy drinks,CodeX,Brand reputation,More natural ingredients,Sugar,Yes,No,TV commercials,Collectible packaging,No,100-150,Supermarkets,Studying/working late
105938,122968,2-3 times a month,Before exercise,To combat fatigue,Yes,Neutral,Healthy,No,3,Not available locally,CodeX,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Collectible packaging,No,100-150,Supermarkets,Sports/exercise
105954,122984,Daily,Before exercise,Increased energy and focus,Yes,Negative,Healthy,Yes,5,Health concerns,CodeX,Availability,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Gyms and fitness centers,Studying/working late
105969,122999,Once a week,For mental alertness,To combat fatigue,Yes,Negative,Effective,No,2,Other,CodeX,Brand reputation,More natural ingredients,Sugar,No,Yes,Online ads,Compact and portable cans,Yes,Above 150,Gyms and fitness centers,Sports/exercise
105972,123002,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,Yes,5,Health concerns,CodeX,Brand reputation,Other,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Not Sure,Above 150,Supermarkets,Studying/working late
105974,123004,2-3 times a month,Throughout the day,Increased energy and focus,No,Positive,Healthy,No,4,Unfamiliar with the brand,CodeX,Taste/flavor preference,Reduced sugar content,Sugar,No,Yes,Online ads,Compact and portable cans,No,100-150,Local stores,Sports/exercise
105979,123009,Rarely,Before exercise,To enhance sports performance,Yes,Positive,Dangerous,No,1,Not interested in energy drinks,CodeX,Availability,Other,Sugar,Yes,Yes,Other,Collectible packaging,Yes,100-150,Gyms and fitness centers,Sports/exercise
105984,123014,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,Yes,3,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Guarana,No,Yes,Online ads,Other,Yes,Above 150,Online retailers,Other
106009,123039,Rarely,Before exercise,To boost performance,No,Positive,Healthy,No,1,Not available locally,CodeX,Brand reputation,Healthier alternatives,Guarana,Yes,Yes,TV commercials,Compact and portable cans,No,Below 50,Online retailers,Sports/exercise
106020,123050,Rarely,For mental alertness,To boost performance,Yes,Neutral,Effective,Yes,5,Other,CodeX,Availability,Other,Sugar,No,Not Sure,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
106030,123060,Daily,For mental alertness,To enhance sports performance,No,Negative,Effective,Yes,4,Not available locally,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,No,100-150,Online retailers,Studying/working late
106059,123089,Rarely,Before exercise,Other,No,Neutral,Dangerous,Yes,4,Not available locally,CodeX,Effectiveness,More natural ingredients,Caffeine,No,Yes,Online ads,Innovative bottle design,No,100-150,Supermarkets,Social outings/parties
106066,123096,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Healthy,No,2,Health concerns,CodeX,Brand reputation,Wider range of flavors,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,Below 50,Supermarkets,Sports/exercise
106083,123113,2-3 times a week,Before exercise,To enhance sports performance,No,Positive,Dangerous,Yes,5,Not available locally,CodeX,Availability,Healthier alternatives,Sugar,Yes,Yes,TV commercials,Compact and portable cans,Not Sure,100-150,Online retailers,Studying/working late
106084,123114,Daily,To stay awake during work/study,To boost performance,Yes,Neutral,Not sure,Yes,4,Not available locally,CodeX,Availability,Reduced sugar content,Guarana,Yes,Not Sure,Online ads,Collectible packaging,Not Sure,Above 150,Online retailers,Sports/exercise
106091,123121,Rarely,Before exercise,Increased energy and focus,No,Negative,Healthy,Yes,4,Not interested in energy drinks,CodeX,Taste/flavor preference,Wider range of flavors,Guarana,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Gyms and fitness centers,Studying/working late
106093,123123,2-3 times a month,Before exercise,To combat fatigue,No,Neutral,Effective,No,2,Not available locally,CodeX,Availability,Reduced sugar content,Caffeine,Yes,Not Sure,Outdoor billboards,Innovative bottle design,No,Below 50,Supermarkets,Other
106097,123127,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,No,5,Health concerns,CodeX,Taste/flavor preference,Healthier alternatives,Sugar,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
106099,123129,Once a week,Throughout the day,To combat fatigue,No,Positive,Not sure,Yes,1,Not interested in energy drinks,CodeX,Availability,Reduced sugar content,Guarana,Yes,Yes,Outdoor billboards,Collectible packaging,Not Sure,100-150,Online retailers,Sports/exercise
106105,123135,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Effective,No,3,Health concerns,CodeX,Brand reputation,Other,Caffeine,No,Yes,Online ads,Collectible packaging,Yes,50-99,Supermarkets,Studying/working late
106114,123144,Once a week,For mental alertness,To enhance sports performance,No,Neutral,Dangerous,No,2,Other,CodeX,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Online ads,Collectible packaging,No,100-150,Supermarkets,Studying/working late
106122,123152,Once a week,Before exercise,Increased energy and focus,Yes,Negative,Dangerous,Yes,3,Not interested in energy drinks,CodeX,Taste/flavor preference,More natural ingredients,Sugar,Yes,No,Other,Collectible packaging,No,50-99,Local stores,Social outings/parties
106128,123158,Rarely,Before exercise,To boost performance,No,Neutral,Not sure,Yes,3,Other,CodeX,Brand reputation,Wider range of flavors,Vitamins,Yes,No,TV commercials,Collectible packaging,Yes,Above 150,Local stores,Social outings/parties
106133,123163,Rarely,To stay awake during work/study,Other,No,Neutral,Effective,Yes,3,Not available locally,CodeX,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,No,Online ads,Collectible packaging,No,50-99,Online retailers,Studying/working late
106142,123172,Daily,Before exercise,To enhance sports performance,No,Negative,Healthy,Yes,4,Not available locally,CodeX,Brand reputation,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Collectible packaging,Not Sure,100-150,Online retailers,Sports/exercise
106183,123213,Rarely,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,5,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Collectible packaging,No,50-99,Supermarkets,Sports/exercise
106200,123230,2-3 times a week,Before exercise,Other,No,Negative,Not sure,No,4,Not available locally,CodeX,Brand reputation,Reduced sugar content,Vitamins,Yes,Not Sure,Outdoor billboards,Collectible packaging,Yes,50-99,Supermarkets,Social outings/parties
106221,123251,2-3 times a week,Before exercise,To enhance sports performance,No,Positive,Not sure,No,3,Not interested in energy drinks,CodeX,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,No,TV commercials,Compact and portable cans,Yes,Below 50,Supermarkets,Social outings/parties
106228,123258,Rarely,For mental alertness,To combat fatigue,No,Positive,Healthy,Yes,3,Not interested in energy drinks,CodeX,Other,Healthier alternatives,Guarana,No,Yes,Print media,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late
106263,123293,Daily,To stay awake during work/study,To boost performance,No,Neutral,Not sure,No,2,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Guarana,No,Not Sure,Other,Innovative bottle design,No,50-99,Supermarkets,Driving/commuting
106271,123301,2-3 times a week,Before exercise,To boost performance,Yes,Neutral,Dangerous,No,1,Unfamiliar with the brand,CodeX,Brand reputation,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Yes,Above 150,Supermarkets,Studying/working late
106275,123305,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Positive,Healthy,Yes,5,Health concerns,CodeX,Brand reputation,More natural ingredients,Caffeine,No,Not Sure,Outdoor billboards,Innovative bottle design,Yes,Above 150,Supermarkets,Sports/exercise
106293,123323,Once a week,For mental alertness,To combat fatigue,No,Neutral,Effective,Yes,4,Other,CodeX,Effectiveness,More natural ingredients,Sugar,No,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
106302,123332,Daily,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,1,Not interested in energy drinks,CodeX,Availability,Reduced sugar content,Sugar,No,Yes,Other,Compact and portable cans,No,50-99,Online retailers,Social outings/parties
106303,123333,Once a week,Before exercise,To enhance sports performance,Yes,Positive,Not sure,No,3,Not available locally,CodeX,Other,Reduced sugar content,Sugar,No,No,Outdoor billboards,Innovative bottle design,No,Below 50,Supermarkets,Sports/exercise
106304,123334,Daily,Throughout the day,To boost performance,Yes,Neutral,Healthy,Yes,1,Health concerns,CodeX,Other,Reduced sugar content,Guarana,No,Not Sure,TV commercials,Innovative bottle design,Yes,Below 50,Supermarkets,Sports/exercise
106323,123353,Once a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Not sure,Yes,3,Not available locally,CodeX,Effectiveness,Healthier alternatives,Sugar,No,Not Sure,Online ads,Eco-friendly design,Yes,50-99,Supermarkets,Sports/exercise
106332,123362,Once a week,Throughout the day,To combat fatigue,Yes,Neutral,Not sure,Yes,3,Not available locally,CodeX,Other,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,Above 150,Supermarkets,Sports/exercise
106333,123363,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Not sure,Yes,2,Health concerns,CodeX,Brand reputation,Healthier alternatives,Caffeine,Yes,Not Sure,Outdoor billboards,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
106345,123375,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Healthy,Yes,3,Other,CodeX,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Online ads,Eco-friendly design,No,100-150,Supermarkets,Other
106351,123381,Once a week,Before exercise,Increased energy and focus,Yes,Neutral,Effective,Yes,5,Not available locally,CodeX,Other,More natural ingredients,Caffeine,Yes,Yes,TV commercials,Collectible packaging,Not Sure,50-99,Supermarkets,Studying/working late
106363,123393,2-3 times a month,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,No,5,Unfamiliar with the brand,CodeX,Effectiveness,More natural ingredients,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Social outings/parties
106369,123399,2-3 times a month,To stay awake during work/study,Other,Yes,Neutral,Not sure,Yes,4,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,Yes,No,Other,Compact and portable cans,Not Sure,Below 50,Local stores,Sports/exercise
106382,123412,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,No,4,Unfamiliar with the brand,CodeX,Brand reputation,Healthier alternatives,Vitamins,No,Yes,TV commercials,Collectible packaging,No,50-99,Other,Social outings/parties
106397,123427,Daily,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,4,Not interested in energy drinks,CodeX,Availability,Healthier alternatives,Guarana,No,Not Sure,TV commercials,Compact and portable cans,Yes,100-150,Online retailers,Studying/working late
106405,123435,Once a week,For mental alertness,Increased energy and focus,No,Neutral,Effective,Yes,2,Unfamiliar with the brand,CodeX,Taste/flavor preference,Reduced sugar content,Vitamins,No,No,Online ads,Eco-friendly design,Not Sure,50-99,Supermarkets,Sports/exercise
106410,123440,Daily,Before exercise,Increased energy and focus,Yes,Positive,Dangerous,No,3,Unfamiliar with the brand,CodeX,Availability,Wider range of flavors,Sugar,No,Yes,Online ads,Collectible packaging,Yes,100-150,Supermarkets,Studying/working late
106416,123446,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Negative,Effective,No,4,Unfamiliar with the brand,CodeX,Effectiveness,Wider range of flavors,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
106422,123452,2-3 times a week,Before exercise,To boost performance,No,Negative,Effective,No,4,Not available locally,CodeX,Availability,Healthier alternatives,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
